  #$ Mearrasápmelaččain ledje maid olu lojes álddut , main ožžo mielkki , vuoja ja vuosttáža .
  #$ Sabys fitnodat lei ceggen lávu ja vugddii doppe duolbagáhkuid vuosttážiin ja sirahiin suvlin gáffii , ja sidjiide geat háliide ođđaáigásaš biepmu lei dieđun nai fálaldat .
  #$ Mánnu lea guolbman láđasin ja guovgá almmi máttabealde čađačuovgi vuosttážin .
  #$ Sii vuvdet maiddái importerejuvvon vuosttážiid , oljjuid ja etteha .
  #$ Go sámi bearrašis lei gussa , de lei maiddái mielkige , ja sii sáhtte ráhkadit vuosttážiid ja mielkemállásiid .
  #$ Das ožžo bierggu , mielkki , vuosttáža ja bivttasnáhkiid , ja dat lei fievrun .
  #$ Borgemánu mii láviimet juo gáfemielkki álo bohčit , ja de dahkat vel vuosttážiid .
  #$ Galbmaskáhpii ii lean báhcán eanet unna guohca ruoná vuosttáš.
  #$ Borramuša vuvdet ja nissonat ráhkadit earret eará vuosttážiid , steikejit varrabánnogáhkuid , láibot láibbiid ja vuššet guhppármáli .
  #$ Gáranas áigu seaivut ja ozada háikageaži , gos beasašii ráfis leaicidit varas vuosttážiin .
  #$ Jan Cato ja Ole Thomas beasaiga viidásit Norvegia vuosttážiin , Gina vuolgá mátkkoštanjođiheaddjin .
Cognacas lánastuvvon bohccosavodeahkki , honnetskávuhuvvon ja suovastuvvon luossa meađđeniiguin ja snøfrisk-nammasaš vuosttážiin .
  ## Johkaguora eatnamat leat álggos guorba juovahagat ja oba johkajohtolaga gahččanallodagas boahtánai bealli vuosttáš goalmmádasa mátkkis .
  ## Makkár lei du vuosttáš vásáhus lođástallamis ?
  ## Juovlamánus diibmá vuoittahalai Orohat 14 vuosttáš álgovuorus gilvvus Suodjalusain Hálkkavári alde .
  ## Áhčči , Per Mathis Oskal , čilge ahte leat veahá maŋŋonan álgo plánaid ektui , muhto navdá ahte čakčamánu loahpas // golggotmánu álggus galget vuosttáš njuovvanbohccot buktot deike .
  ## Dát lea vuosttáš Eurohpa ráđi ordnen seminára davvin ja lean hui duhtavaš , ahte Eurohpá ráđđi lea mearridan lágidit dán historjjálaš seminára sámi kultuvrras ja sámiid ruovttuguovllus .
  ## ( Cahkkehan vuosttáš gintala ) Njeallje smávvaskuvlaoahppi lávlo guhtege vearssa .
  ## Dát lei mu vuosttáš deaivvadeapmi dainna ahte sámegielmáhttu ii lean dakkar mas galggai leat čeavlái , muhto baicce čiegadit .
  ## Máze skuvla lei vuosttáš skuvllaid gaskkas .
  ## Ovdal skuvlajagi 2006-07 sáddejuvvui vuosttáš háve buot suohkana ohppiide ja váhnemiidda gažaldat háliidit go sámegieloahpahusa .
  ## Karen Inga Eira lei vuosttáš oahpaheaddji dalle go sierra sámegielluohkát álggahuvvojedje 1992:s .
  ## Dan ektui go 1970-evttohus ii namat ge vierisgielat ohppiid dárogielfágas , de lea M71:s vuosttáš háve sierra oahppoplána dárogiella vierisgiellan .
  ## Lágideimmet vuosttáš giellalávgunkurssa geassit 1997 , muhtunlágan ovdakursan lávdaduvvon sámegielohppui man Sámi allaskuvla lágidii Gáivuonas lohkanjagi 1997–98 .
  ## Go mii geahččat ruovttoluotta vuosttáš girjái , mii bođii 2005:s , de dan girjji muitalusat leat eanemusat Sis-Finnmárkkus .
  ## Lea vuosttáš háve mun rehálaččat vástidan .
  ## 1929 heaittihedje vuosttáš sámi giláža .
  ## Dalle go vuosttáš giellaguovddáš vuođđoduvvui Leavnnjas 1994 , lei dát reportáša Min Áiggis ( Govva ja teaksta : SL .
  ## Dieppe de ásahuvvošii vuosttáš sámi kongreassa ja nu de iešalddis nuppástuvašii min servodat , vaikko garra bargguid bokte , eará dillái .
  ## 1929 heittihedje vuosttáš sámi giláža .
  ## Dan rájes lea mánáidgárddis leamašan guokte ossodaga , okta gos sámegiella lea vuosttáš giellan , ja nuppi gos dárugiella lea leamašan vuosttášgiellan .
  ## Čoahkimis mannan váhkus mánáidgárdejođiheaddji čilgii ahte sii dál leat mearridan ahte goabbat ossodagat galget leat sámeossodagat , vaikko nuppis ii leat sámegiella vuosttáš giellan .
  ## Soai bođiiga Ohcejogas mátkkis suoidnemánu vuosttáš beaivve .
  ## GádjunDasto doaktárat ja buohccidivššárat álget addit vuosttáš veahki , seammas sii árvvoštallet gii sáhttá vuordit ja gean ferte seammas álgit dikšut .
  ## Otná čoahkkin lea vuosttáš dan guovtti čoahkkimis mas báikki olbmot galget aktiivvalaččat beassat váikkuhit márkanbáikki .
  ## Otne lei mis vuosttáš logaldallan. 
  ## Ná, ja dalle mun lohken vel ex-phil go lei oassi vuosttáš jagi profešuvnna oahpus. 
  ## Ovdalaččas leaba guokte eará seara , Jens Åge Holmestrand ja Nils Olav Mienna vuosttáš ossodagas sihkkarastán saji beallefinálai .
  ## Boarrásiid deaivvadeapmi lea vuosttáš gaskavahku 12.00 áigge juohke mánus Sámi Álbmotallaskuvlla skuvllajagis .
  ## FINNMÁRKU : Bargiidbellodat doallá árbevirolaš ávvudeami miessemánu vuosttáš beaivvi - Bargiid Friddjabeaivvis .
  ## Muitalusaid fertet addit Váljoht ` Birrasii dahje Laila Ulvenesai miessemánu vuosttáš beaivvi rádjái .
  ## " Nu šaddá ge Sámedikki visti sámi vuosttáš symbolan maid sáhttá bálddastahttit oarjemálmmi mihtuiguin .
  ## Soai Helenain leigga vuosttáš sápmelaš oahpaheaddjit Heahtás .
  ## – Maŋŋil vuosttáš moala eat nagodan nuppi spáppa vuoitit gasku šillju , ja nu beasai Fállejohka ovddosguvlui , čilge Hætta .
  ## Lea vuosttáš háve ahte UNESCO lea lágiidan sierra čoahkkima máilmmi álgoálbmogiid kultuvrra ja oahppodili birra , ja čoahkkima namma lei " Cultural Challenges of the International Decade of the Worlds Indigenous Peoples " dahje " Máilmmi álgoálbmogiid riikkaidgaskasaš logijagi kultuvralaš hástalusat " .
  ## Muhto , mii lea mii dáhpáhuvvá vuosttáš beaivvi ođđa sámediggeáigodagas .
  ## Jus dus eai leat ođđaseamus prográmmat mat doibmet Unicodas , de lea vuosttáš eaktu lohkat ja čállit sámegillii ahte dus leat sámegiel fonttat .
  ## Juo vuosttáš ruvnno rájes dovdo boazoeaiggádii juohke ruvdno mainna biergokilo háttit gáhččet .
  ## Arne G. Arnesen lohká ahte lea vuosttáš háve go lágas nannejuvvojit rievttit sihke boazodollui ja sámi árbivirolaš meahcasteapmái .
  ## Dál lea juo Bjørn Søderholm gillán vuosttáš politihkalaš táhpa .
  ## BOVDEHA DIGGÁI : Svein Ole Sandvik ja Sámi Spábbačiekčanlihtu bovdehit vuosttáš spábbačiekčandiggái ihtin Suoma bealde .
  ## Ihtin doalaha Sámi Spábbačiekčanlihtu vuosttáš diggi .
  ## Svein Ole Sandvik lea mielde bargojoavku mii leat bargan ráhkanit vuosttáš diggái , mii lágiduvvot Pálojärvis Suoma beralde ihtin .
  ## Mun gáibidan ahte vuosttáš čoahkkimiin juo mearridit lávdegottiid rahpat uvssaid , nu ahte mediat ja eará berošteaddjit besset boahtit gullat politihkkariid digaštallamin áššiid , lohká Ságat journalista Lars Birger Persen .
  ## Dát diggi lei historjjálaš maiddái dainna lagiin ahte lei vuosttáš háve go Sis-Finnmárkku diggegottis ledje duopmár , aktor ja muhtin áššaskuhtton bivdi advokáhtta sámegielagat .
  ## Ja guovdageaidnulaš Jostein Biti attii ge gilvvu juo vuosttáš vuorus .
  ## Dán giđa čállojuvvui vuosttáš háve formálalaš soahpamuš skuvllaid gaskkas , ja geassemánus biddjojuvvui prošeakta ” OVTTAS !
  ## Lullidáčča Roger Solbakk , fitnodaga vuosttáš eaiggát , álggii ođasmáhttit lávuid 1984:s .
  ## MARIT LARSEN : Son lea ožžon stuora beroštumi iežas vuosttáš CD « Under the Surface » oktavuo đ as , mainna olahii golli dušše moatti vahku s. CD leage aivve rámi ožžon norgga musihkkaárvvoštalliin .
  ## Jonas lea ráhkadeamin iežas vuosttáš skearru " Starstruck Mind " Liverpoolas , Eŋglánddas , mii galgá almmuhuvvot ođđajagis .
  ## Dat lea vuosttáš vuoruheapmi dán jagáš boazodoallošiehtadallamiin .
  ## Son dušše veaháš imašta go unnán geahččit ledje boahtán vaikko lei vuosttáš háve go heargegilvu lágiduvvui Gironis .
  ## Nils Hendrik Eira vieččai vuosttáš vuoittu Mázii heargegilvvuin Gironis .
  ## Oainnestin ahte dadjabehtet ahte Vuokko Hirvonen lea vuosttáš sámi nisu gii nammaduvvo professorin .
  ## Kalvemo lei Ruoššas vuosttáš háve Davvikalohta ráfičoahkkimis , mii
  ## diehtit eambbo detáljjaid áššiin mat dolvot vuosttáš dramaturgalaš jorggáldahkii .
  ## Beaivváš Sámi Teáhtera vuosttáš čájálmasas Min duoddarat ja nohka Shakespeare čájálmassii
  ## Romána lea Guttorma vuosttáš girji .
  ## Petrus Fiellström čálii jagi 1738 vuosttáš sámi giellaoahpa , mas son
  ## Buot dain cealkagii n ( ( 46 ) , ( 47 ) ja ( 48 ) ) oaidná ahte vuosttáš vearba váldá guokte θ-rolla .
  ## Áidna ođđa olmmoš vuođđudančoahkkimis , boares NSR:a olbmuid gaskkas , lei Kárášjohkalaš John Nystad - Gii maid oaččui Ragnhild Nystada čállit vuosttážin vuollai .
  ## vuosttážin ođđa áiggi buktimin Máhtebáikái .
  ## Persen lea dat journalista gii vuosttážin čálii beakkán " kameraderiija " ášši mas Sámediggi rihkui haddefálaldat njuolggadusaid .
  ## Porsáŋgu lea dál vuosttáš sajis goalmmát divišuvnnas , muhto dušše guokte čuoggá ovdalis Bossegobi .
  ## Hálbbes jietnagirji, vuosttáš jietnagirji. 
  ## Nu deahálaš lea ahte vuosttáš maid barga go iđđes árrat bohtá uksaraigge olggos, lea geahčestit albmái.
  ## Go geahččá dán vuosttáš vuogi , ( i ) , maid badjelis namuhin .
  ## Festiválas eai váldán bileahtašmávssu dan vuosttáš eahkeda .
  ## – Moai bisseheimme dan vuosttáš olbmo gean deaivvaime .
  ## Soalddáhat geat válde ja čađahedje guhtta mánožaš befála oahpu mátkis , leat dál váldán dan vuosttáš lávkki šaddát befálan Norggas .
  ## – Dáppe leat sihke mánát ja vuoras olbmot , dadjá Buljo duhtavažžat Festiválas eai váldán bileahtašmávssu dan vuosttáš eahkeda .


  Linda!

  
  ## Guokte ruoŧa beale sámi leat bajimusas dán listtus , muđui leat logi vuosttáža aivve norggas eret .
  ## 1990 leat vuosttáš geardde fuobmán dán dávdda Finnmárkkus ja seamma áiggi Tromssa bealde.
  ## Son galgá leahkit okta dain vuosttážiin guhte ostii erenoamáš romes máska go vulggii stállun , čuoččuha Boasta-Issát .
  ## Pro open 600 luohkás šattai son vuosttážiin 35 čuoggáin , 3 čuoggá eanet go Ørjan Jokis gii šattai nubbin .
  ## ÁLGGAHII : Sámi joavku SomBy ledje vuosttážiin čuojahit festiválas bearjadaga .
  ## Sámediggi háliida movttiidahttit nuoraid áŋgiruššat valáštallamiin , ja áigu vuosttáš geardde dán jagi juohkit valáštallanbálkkašumi nuorra sámi valáštalliide .
  ## – Mii vuvddiimet vuosttáš geardde dál Mathis A. Gaup njuovahahkii .
  ## Sis leat dál 55 viesu iežaset hálddus , ja leage vuosttáš geardde go nu eatnat viesut leat ná árra jagis .
  ## Diet joavku lea sullii jagi áigi ráhkadan lávlagiid maid dán vahkkoloahpa almmolaččat čuojahit vuosttáš geardde .
  ## Dál lea vuosttáš geardde go vuoittán , lohká Nikken Turi , gii ii lean vuordán vuoitit .
  ## Kárášjoga joatkkaskuvllas lei dan jagi vuosttáš geardde ambulánsafágaoahppu ja nu šaddá maid boahtte skuvlajagi .
  ## Dán jagi lei vuordimis ahte johttipokála juhkkojuvvo vuosttáš geardde cupa historjjás .
  ## In leat goit vuosttáš gii bummen , dadjá Lloyd mojunjálmmiid , gean mielas dieđusge lei váivi vuoittahallat .
  ## 2001:s searvvai son oappáinis Sámi Grand Prixas vuosttáš geardde , " Girdilan " lávlagiin .
  ## Dat lea ge vuosttáš geardde go dát guokte sámi teáhtera ovttasbargaba áibbas ovttadássásaččat , ja Ruoŧa Sámi Teáhter ja Beaivváš Sámi Teáhter sávvá buresboahtin go almmuhit “ Dušše Ánná ” – mii lea nu hárvenaš ášši go áibbas ođđa sámi servodatdrámá , man sámi dramatihkar lea čállán .
  ## Dán jagi lágidedje vuosttáš geardde B-finála gos Spalca časkii Dorras joavkku 3-1 .
  ## Diet joavku lea sullii jagi áigi ráhkadan lávlagiid maid dán vahkkoloahpa almmolaččat čuojahit vuosttáš geardde .
  ## – Mánát leat ovdánan bures ja sii ledje hui eallás lávddis vaikko vuosttáš geardde ovdanbukte čájálmasa , čilge Joks .
  ## Lei juste dán guovllus gos Jelte Posthumus & Pilatus Pats lea eret ahte Liet Lávlut lágiduvvui vuosttáš geardde .
  ## Lea vuosttáš geardde go dát guokte sámi teáhtera ovttasbargaba áibbas ovttadássásaččat .
  ## Gunnhild Lutnes ja Merete Erge leigga lihkolačča go beasaiba guldalit Sofia Jannoka ja dat lei sudno vuosttáš geardde soai obage leigga gullan Sofia .
  ## Dál lea vuosttáš geardde go vuoittán , lohká Nikken Turi , gii ii lean vuordán vuoitit .
  ## Romssa fitnodat ProBio ráhkadišgoahtá vuosttáš omega-3 tableahtaid maid sáhttá suoskkat .
  ## 1999:s son finai vuosttáš geardde Guovdageainnus , dalle maid sihkkeliin .
  ## Ii leat vuosttáš geardde go Susanne lea dákkár sihkkelluomus .
  ## Sykkeltrimma lágiduvvui vuosttáš geardde 1980:s .
  ## Gulahallan politiijaiguin ovdagihtii lea vuosttáš máid buot lágideaddjit berrejit smiehttat , vai ovttasráđiid gávnnahit mot doallat skihka .
  ## – Finnmárkku Fylkkamánni ja Suoma eiseváldi Lapin TE-Keskus bovdejedje min luossabreavaeaiggádiid ja Suoma bealde guolástangoddeáirasiid gulahallančoahkkimii , ja leage vuosttáš geardde go sii leat dan dahkan , dadjá LBT ovdaolmmoš Reidar Varsi dan historjjálaš čoahkkimii .
  ## Elen Kristina Utsi oassálastá vuosttáš geardde Sámi Grand Prix:ii .
  ## 1985:s sii vuosttáš geardde lágidedje geassedárkkisteami .
  ## Dán jagi lei vuosttáš geardde go ii oktage vajálduhttán maidege .
  ## In leat gal nu vuovdnái dainna go mu unna vilbealáš , guhte lea dušše 7-jahkásaš , lei dat vuosttáš gii dárjjai vuojadit mearas .
  ## Dat 48-jahkásaš amerihkkálaš ii leat dat vuosttáš gii geahččala báŋkku rivvet muhtun erenoamáš vugiin .
  ## Seamma eahkeda sáhttet guldaleaddjit sávvat sámi iežas artistta Sofia Jannok maiddái vuosttáš geardde Riddu Riđđui .
  ## – Leat vuosttáš geardde go Sančuari čuojaha Álttás sámi doaluin .
  ## Lea vuosttáš geardde go Deanu nieida Ánne Mággá Wigelius ( 26 ) lea ožžon Sámi kulturlávdegottis stipeandda .
  ## Lei vuosttáš geardde go Nils Jøran Eira heargi lei mielde das .
  ## Nuorra suohkanpolitihkkár Ann Catharina Lango doallá vuosttáš geardde miessemánu 17. beaivvi-sártni .
  ## Diibmá dat lei vuosttáš geardde go Unjárgga valáštallansearvvi lášmmohallanjoavku lágidii lášmmohallankarusealla .
  ## Álttá valáštallansearvvi Tron Møller Natland muitala lea vuosttáš geardde go searvi lágida dakkár stuora lotteriija .
  ## Go buohkat leat tevdnen , de galgá vuosttáš čájehit iežas tevnnega earáide .
  ## Go buohkat leat tevdnen , de galgá vuosttáš čájehit dan earáide .
  ## Lea vuosttáš geardde go gilisearvi lágida juoigan- , lávlun- ja máinnastanbottu .
  ## Dii han diehtibehtet ahte mun ledjen buohcamin go vuosttáš geardde sárdnidin evangeliuma didjiide .
  ## Sáhtát jienastit vuosttáš geardde dan jagi go deavddát 18 jagi dan suohkanis gosa leat registrerejuvvon álbmotregistaris .
  ## Dá son muitala mo su vuosttáš deivvadeapmi oahpaheaddjirollain lei :
  ## Son lei vuosttáš gii čálii sámegiel grammatihka ja sátnegirjji , ja son almmuhii stuora girjji man namma lei Beskrivelse over Finnmarkens lapper .
  ## Áigeguovdil : Telenor lea dál vuosttáš geardde Riddu Riđu oaivesponsorin .
  ## Dál lea Bargiidbellodat vuosttáš geardde stuorát go NSR oaiviliskkadeami mielde .
  ## Son ieš lei guoktelotjahkásaš go vuosttáš geardde gulai girječálli birra .
  ## Dál lea vuosttáš geardde dat dáhpáhuvvá máŋggalot jahkái .
  ## Lea vuosttáš geardde dákkár bálkašupmi lea boahtán Davvi-Norgii , lohká Henny .
  ## Ii vuosttáš geardde.
  ## Dološ Kárášjoht joavku Blackmoon ealáska ihttin , vuosttáš geardde measta guoktelot jahkái .
  ## Lea vuosttáš geardde go ná máŋga nissonolbmo muitalit ná rahpasit mediai nissonvealaheami birra .
  ## – Dá lea vuosttáš geardde go mun lea mánáidteáhtere geahččame .
  ## Hástalusaid Lea vuosttáš geardde ahte lágiduvvo spábbačiekčandiggi .
  ## Gaskavahkku jugii Sámediggi vuosttáš geardde valáštallanbálkkašumi , ja vuosttaš vuoitit leaigga guokte nuorra sámi nieidda , namalassii Oda Utsi Onstad guhte lea luođovaláštalli ja Siv Anja Mienna guhte lea Taekwondo valáštalli .


