Mun doalan dán sártni dárogillii - dál han buohkat dihtet ahte mun máhtán sámegiela , ja mu sárdni lea sámegiela máidnun maid hálidan ahte dážat ge galget 	áddet 	. ¶
Lea álki 	áddet 	duogáža filmmažii sidjiide geat dovdet ášši , muhto Skiipaguras ii leat nie dán áigge . ¶
Dáppe atnet nuorat árvvus festivála ja dat lea hui geasuheaddji sin gaskkas , joatká Stangnes ja lohká nieiddat leat ovdagovat earáide ja berrešedje 	áddet 	maid sii dahket . ¶
Dalle lea álkit 	áddet 	máid speallit smihttet spealus ja álkit maiddái dubmet , lohká Matti Evensen . ¶
Dat rámma veahkeha 	áddet 	sámi girkoeallima duogáža Norgga girkus . ¶
Kirste diehtá ahte earáide lea váttis 	áddet 	ahte olbmot guhká ádjánit morrašiin . ¶
Áhkku lei loavkašuvvan , son ii máhttán 	áddet 	mo olmmoš sáhtii vajáldahttit eatnigiela . ¶
Sii sáhttet 	áddet 	sámegiela muhtin muddui , muhto eai hála . ¶
Maiddái ferte stáhta luonddubearráigeahčči 	áddet 	ahte lea veadjemeahttun fievrridit lossa nuohttebivdosiid jávregáddái almmá mohtorfievrruid haga . ¶
Ovtta láhkai lei álki 	áddet 	olbmuid lihkkama , muhto dat , ahte miellačájáhusat vuostálaste namalassii Israela manai áibbas endorii ja čájehii , ahte olbmot leat ožžon jogo boasttu dieđuid kriissa sivain dahje eai leat ádden Lahka-Nuortti diliid olláge . ¶
Munnje lea váttis 	áddet 	mainna lágiin dát johtilis seastin skuvla heaittiheami bokte dál , mainna ge lágiin sáhtášii buoridit dili guhkkit áigái . ¶
Mii guoská ruvkedoaimmaide , de mii buohkat 	áddet 	ahte luondu billašuvvá ja ahte fertejit geainnuid ráhkadit rogganguovlluide . ¶
Dás iige leat juridihkalaš vuođđu gáržžidit preassafriddjavuođa nugo dán evttohusa sáhttá 	áddet 	. ¶
Nubbi vejolašvuohta lea 	áddet 	dan¶
- Buffy Saint-Marie dieđusge geasuhii ollu olbmuid , muhto mun maiddái jáhkán ahte olbmot viimmat leat álgán 	áddet 	festivála jurddašeami . ¶
Áddeš dan gii 	áddet 	sáhttá ! ¶
In velge sáhte 	áddet 	ahte uhca nieiddažii sáhttá addit stálu ! ¶
Easka maŋit jagi álgen gulul 	áddet 	manin nu leige geavvan …¶
Luonddumearkkaid berre čuovvut ja jus luondu menddo ollu duosttuha válljii de de olmmoš galgá ieš 	áddet 	heaitit . ¶
Čállosa sáhtii 	áddet 	nie , ahte SSO ( Sis Finnmárkku studeanttaid ovttastus ) livččii vuođđudeamen pubba Sámi Allaskuvlii Guovdageaidnui . ¶
Muđui šaddá váttis 	áddet 	manne orohagat áitá ákšuvnnaiguin go doppe eai muosehuhtte boazodoalu dál moktege , ja ruvkefitnodat bargá siskkabealde Norgga lágaid . ¶
, go dán ii sáhte eará láhkái 	áddet 	. ¶
Dan ii leat liikká váttis 	áddet 	ahte boazoeaiggádiidda livččii buot buoremus ahte árrannjuovvandoarjja bisttášii gitta juovlamánu olggus , nu mot Guovdageainnu Johttisápmelaččaid Searvvi jođiheaddji oaivvilda . ¶
Dalle sáhtii dán 	áddet 	dan guvlui ahte muhtimat ledje ráhkkaneamen eiseválddiid bággodoaimmaid go boazolohku ii leat nu go lea mearriduvvon ja nu go luondu gierdá . ¶
Dan cealkámuša rievdadii Sámedikki eanetlohku vaikke ii sáhte 	áddet 	ahte dat áigumuš lea oalát hilgojuvvon . ¶
Seammás dieđus ii leat váttis 	áddet 	ahte boazodoallit dárbbašit suoji ja orrun saji gos leat bohccuiguin . ¶
Mii 	áddet 	ahte Kárášjoga buohcceruovttuid ossodathoavda Ragnhild Nystad lea veadjemeahttumis dilis go eai leat sajit buohccedivššus . ¶
Dán evttohusa ráđđeolbmá bealis lea váttis 	áddet 	, ahte manne gieldda hálddahusa bajimuš jođiheaddji oaidná váttisvuohtan go media gokčá dáhpáhusaid skuvllain ja eará gieldda ásahusain . ¶
Statistihkalaš guovddášdoaimmahaga oaiviliid mielde leat oppalaš dovdomearkkat skuvlla vuogádagas mat sáhttet veahkehit 	áddet 	ohppiid máhtolašvuođas heajostahttima . ¶
Nu go 	áddet 	, de lea dát ášši liikká oalle báhkkaášši dadjat buohkaide . ¶
Ja sivvan dasa lea álki 	áddet 	. ¶
Ii ge dárbbaš leat nu čeahpes matematihkar jus galgá 	áddet 	ahte daid oallut návddiid ja goaskinčivggaid biebmat mannet ollu miesit mat eai deatte eará 5-6 kilo . ¶
Dan eat beroš vástidit , muhto otná Ávviris dovddaha son ahte Sámedikki lea váttis 	áddet 	. ¶
Mii 	áddet 	bures ahte aitto oahppan bátnedoaktárat háliidit stuorat kantuvrrain bargat gos leat hárjánan bátnedoaktárat geain sáhttet ráđi jearrat go dárbbašit . ¶
Dan 	áddet 	mii hui bures , go buohkat muitit mot lei dan beaivvi go oaččuimet biilavuodjingoartta . ¶
– Mii dáppe Norggas eat dieđe man buorre dilli mis lea ja lea várra váttis midjiide 	áddet 	. ¶
Son čilge ahte guolástuspolitihka lea hui váttis 	áddet 	. ¶
Bæhr ii loga 	áddet 	balu ahte dás duohko šávihit ealut dáid giliid sisa ja guhtot viessonurkkiide birra . ¶
ulbmilin leage 	áddet 	internáhta ássanbáikkiid sámi mánáid čalmmiiguin ja govvidit sin ceavzinvugiid . ¶
– Ákkat manin sii dan leat dahkan leat váttis 	áddet 	. ¶
Tretnes ii loga iežas 	áddet 	mii áššis lea šat meannudit . ¶
Hui máŋgii lea álkit 	áddet 	buorebut jus sámegillii hálešta , lasiha Risten Inga Utsi . ¶
Dán bargovuogi lea dattetge álki 	áddet 	go oaidná aviissa ruhtadili . ¶
Jánoš Trosten ii loga iežas 	áddet 	mot dát guokte stuorra bellodaga čábbáid hállaba sámi giliid boahtte áiggi birra , go evttohit olles miljovnna sihkkut meahcásteamis . ¶
– Sámediggi lea hui váttis 	áddet 	olbmuide , lohká Per Sandberg . ¶
– Deháleamos dál lea oažžut Fylkkadikki 	áddet 	manne Skániid joatkkaskuvlla heaittiheapmi lea boastut . ¶
– Innovašuvdna Norga bidjá etihka guovddáš hástalussan 	áddet 	sámi kultuvrra ja danin leage sidjiide mávssolaš ovttasbargat Sámedikkiin . ¶
Fylkka sátnejođiheaddji ii loga iežas 	áddet 	áibbas manne FeFo lea sádden dán maŋemuš preassadieđáhusa . ¶
– Mu mielas lea váddásut 	áddet 	politihkkáriid duššin dahkama olmmošlogu njiedjama ektui go ieš ášši . ¶
Politihkkárat ja Norgga stáhta ferte 	áddet 	ahte dát gullá oahpahussii , mii eallit ođđa áiggis . ¶
– Museaid lea dehálaš doaibma oahpahit min 	áddet 	dološ áigge vai áddet boahtte áigge buorebut , lohká Larsen . ¶
– Museaid lea dehálaš doaibma oahpahit min áddet dološ áigge vai 	áddet 	boahtte áigge buorebut , lohká Larsen . ¶
Bjarne Store-Jakobsen lohká 	áddet 	ahte girjegávppit ja lágádusat fertejit árvvoštallat ođđa dili , muhto ii dovdda buot beliid dán áššis iige sáhte dadjat olus maidige váikkuhusaid birra . ¶
Lea diehttevaš ášši ahte jus nuppi čađa váidá , de sáhttá dulka 	áddet 	boastut , ja dasto ii šatta váiddus riekta . ¶
Son maid ii loga 	áddet 	manin muhtun mieldelahtut ja erenoamážit allaoahppan SDS:s akademihkkarat eai buorrindohkkehan¶
Son lohká iežas 	áddet 	ahte gielddain ii leat nu buorre ruhtadilli , muhto su mielas berrejit dás oaidnit ásahusaid árvvu ja stáhtusa sihke gildii alccesii , muhto maid viidásit geahčastagas . ¶
Dan sáhttá 	áddet 	go juohkehaš han ferte birget , muhto ehtalaččat dat gal ii leat riekta , hoagada Raila vel . ¶
Fáŋggat sáhttet 	áddet 	dili earáláhkái¶
– Mis giddagasas lea fas eará diehtojuohkin go sii geat čohkkájit giddagasas , dattetge sáhttet sii 	áddet 	dili earáláhkái , muitala son . ¶
Dasa lassin lea Ruoŧa Sámediggi lohpidan doarjut riikkajoavkku 90 000.- , dieđiha presideanta – Ruoŧa Sámediggi lea hárve dorjon riikkajoavkku ja mii leat ilolaš go dál 	áddet 	doarjaga , lohká Eira . ¶ERR
Bellodatustit Heidi Persdatter Greiner Haaker lea čiŋadan Ruovdavuona gávttiin ja muitala iežas 	áddet 	veaháš sámegiela , vaikko ii hála . ¶
Son lohká 	áddet 	váttisvuođa go sámi mánná ravgejuvvo eret oahpes birrasis ja kultuvrras ja biddjo nuppi kulturbirrasii . ¶
Iver Jåks háliidii min 	áddet 	su dáidaga ja áŋgirušai gulahallama hirbmadit , erenomážit dáro- ja sámegielhálliid gaskkas , dadjá Snarby . ¶
– Lea dehálaš ahte mii 	áddet 	guđet guoibmáseamet plánaproseassaiguin , lohká Mátta-Trøndelaga fylkkamánni . ¶
Oskal ii loga iežas 	áddet 	mo Ørjan Holm sáhttá gohčodit boazodolliid buijárin . ¶
Muhto mu mielas oahppogirji galggašii leat čielgaseabbon hábmejuvvon , ja dieđut girjjis galggašedje čielgaseappot rivttes fáttá vuollái biddjot vai lea álki oahppái 	áddet 	man birra lea sáhka . ¶
Ealgabivdi ja ealgabivdinsearvvi lahttu Ellen Maria Eriksen ii sáhte mange láhkai 	áddet 	dáid viiddidanplánaid . ¶
– Mii leat deaivan máŋggaid fantásttalaš olbmuid , geat leat veahkehan min 	áddet 	sápmelašvuođa ja oahpahan midjiide olu . ¶
ON vuogádat lea máŋggabealat ja váttis 	áddet 	, muhto doppe gávdno sadji buorredáhtolaš olbmuide bargat buori barggu , vaikko ii leat politihkkáriid miela mielde , dadjá Magga . ¶
– Lea hui dehálaš ahte skuvllas heivehit barggu olbmuid leavttu ektui , muhto dađi bahábut mun in leat vásihan ahte dat lea nu buorre Kárášjogas , dadjá son , ja loahpaha : – Ávžžuhan earenoamážit skuvllaid doallat buoret diehtojuohkima ADHD ja eará vuojulduvvan váttisvuođaid birra , go dat veahkeha olbmuid 	áddet 	manin mii dahkat nu mo mii dahkat . ¶
Son gal lohká olbmuid 	áddet 	váillahit dán veahki maid ovddeš oadjokantuvrrain ožžo , muhto dát lea rievdaduvvon maŋŋil go NAV ásahuvvui . ¶
Son lohká iežas 	áddet 	sin geat leat vuostá militearagirdisaji ásaheami , muhto ii loga iežas ovttaoaivilis dainna mainna sii vuođuštit ášši . ¶
Eriksen lohká 	áddet 	ahte searvi lea rievdan . ¶
Dutkit leat logemat jagi dutkan ja geahččalan 	áddet 	maid sii muitalit . ¶
Buot earáin sáhttit mii illudit ja dađistaga go midjiide čuvgejuvvo , de mii 	áddet 	eambbo das :¶
– Sáhtán 	áddet 	olbmuid geat veaháš ballet sihke ođđa ásahusain ja vel oskkuin , muhto ii got dál leat áigi olbmuin morihišgoahtit . ¶
In jáhke sin duođaid 	áddet 	man olu váttisvuođaid moskéa ja eambbo muslimat sáhttet buktit Norgii , loahpaha Røyset . ¶
– www.rastigaisa.net RASTIGAISA.html/www.rastigaisa.net : Ohcejogas Suomas lea juhkan- ja boradanbáiki Rastigaisa namas , ahte sáhttá muhtumin boastut 	áddet 	goappás lea sáhka . ¶
Muđui giella ii leat nu váttis 	áddet 	go máhtat dárogiela , go juohke sáni maŋágeažes lasihat dušše - ur , gullojit dážat čaibmamin sin fuolkegielas . ¶
Čájálmasa leige danin váttis 	áddet 	, muhto gielas fuolakeahttá čeahpes neavttárat ožžo gehččiid čaibmat . ¶
Iige dárbbaš suomagiela 	áddet 	dasa ahte oaidnit ahte son gii luosa leat fidnen goddit , leat mielahis ilus . ¶
Dušše dat ahte 	áddet 	mas dat duođaid lea sáhka dáidá leat min sámediggeáirasiidda váttis . ¶
Midjiide dáidá leat váttis 	áddet 	ahte máilmmis gávdnojit ain jogat gos ain leat nu ollu luosat ahte dát biebmá olles álbmoga . ¶
Dáidá ainge leat midjiide váddáseamos geat guldalat radio , ja buoremus vuogi mielde geahččalat 	áddet 	, ja dávjá fertet dorvvastit yr.no dálkesiidduide áddejumi viežžat . ¶
Eat dieđusge mii dábálaš olbmot nagot čuovvut ja 	áddet 	buot mearrádusaid , ja fáhtet dušše dieđu das gii ain leat válljejuvvon presideantan ja geat njunuš stivrraide . ¶
Muhto de mii eat nagotge 	áddet 	šat maige go sihke Sámi girječállit ja skuvllat almmolaččat fas nimmordit ahte čoahkkinastit eai juollut ruđa eai oahppogirjjiide eaige čáppagirjjálašvuhtii . ¶
Eat dieđusge mii dábálaš olbmot nagot čuovvut ja 	áddet 	buot mearrádusaid , ja fáhtet dušše dieđu das gii ain leat válljejuvvon presideantan ja geat njunuš stivrraide . ¶
Nuorat oidnet iežaset áššiid buorebut go mii ollesolbmot , ja sin oaivilat oahpahit min 	áddet 	buorebut mii báikki nuoraide lea buoremus ja deaŧaleamos . ¶
Son joatká ahte sii leat ožžon veahki oaidnit ja 	áddet 	kultuvrralaš barggus árvvu . ¶
Lea álki 	áddet 	ahte leaba ovdal govvejuvvon , go čuoččasteaba hui vuohkkás láhkai nu go hip-hopárat dávjá čužžot . ¶
Wirkola čilge lávlungirjji ulbmil lea veahkehit mánáid erenoamážit oahppat ja 	áddet 	sániid . ¶
Sámedikki eanetlogu ii sáhte das 	áddet 	oba ge boastut , ahte politihkkariid mielas ii leat Infonuora siiddus dakkár sisdoallu máid sii háliidit . ¶
Danne orru váttis 	áddet 	ahte dutkama dihte eai beasa boazodoallit rádjat eret muhtun návddiid , go lea nagodan duođaštit stuora vahágiid . ¶
Dan ektui lea álki 	áddet 	ahte Veikko Porsanger ii hálit gáržžidit turistabivddu , go dat čuozašii njuolga su ruhtabursii , muhto dakkár oainnuid lea áibbas heivemeahttun ovddidit njunuš politihkarámmáha namas . ¶
Ovtta láhkái ii leat váttis 	áddet 	dáid suohkaniid dili , go sis leat bággodoaimmat maidda fertejit vuoruhit ruđa . ¶
Danne lea álki 	áddet 	ahte vuoras olbmuid divššu ja mánáid oahppama berre vuoruhit ovdalii go gieldageainnuid asfalteret . ¶
Dieđus lea leamaš váttis sápmelaččaide 	áddet 	mot dát sáhtii geavvat sámegielddas Kárášjogas , gos galggašii jáhkkit máhtu sámegielas ja sámekultuvrras . ¶
Danne lea erenoamáš váttis 	áddet 	manne Finnmárkku Fylkkamánni duođaid ii bija eambbo resurssaid jávkadit gumppe , namalassii helikopteriin ohcat ja báhčit dan eret . ¶
– Mun in sáhte oba 	áddet 	ge go buollinčáskadeaddjit galget doalahit iežaset eret heaggagádjunbargguin , imašta buollinčáskadeaddji Frode Tangen . ¶
Ii galgga daid loguid 	áddet 	nu ahte Ohcejogas leat dál dušše 611 sámegiela hálli , dahje dušše 662 suomagiela hálli . ¶
Dán dutkanprošeavtta bohtosat veahkehit 	áddet 	iešmearridanproseassaid ja daid váldegaskavuođaid ja hierarkiijaid buorebut . ¶
Nuorgam lohká iežas 	áddet 	ahte sáhttá leat vuogas go Suoma Sámedikkis lea sierra delegašuvdna , muhto dat dagaha ahte sámekonvenšuvnna bargu maŋiduvvo . ¶
Sátnejođiheaddji lohká iežas 	áddet 	ahte vuolledeanus reagerejit lobálaš nuohttuma vuostá mii leamaš badjelis . ¶
Das daddjo earret eará ahte mánát galget oahppat eallit fárrolága ja 	áddet 	álgoálbmogiid kultuvrra . ¶
‹ ‹ Mohtorfievrruid vuodjin bievlan Finnmárkkus › › prošeavtta mihttu lea unnidit eananbillistemiid sihke oanehat ja guhkit áigge badjel , seammás go oažžut ipmirdit ja 	áddet 	ahte dákkár doaimmaide lea dárbu . ¶
Maid , Heikki Niittyvuopio , Suoma beale Vuovdaguoikka guolástangottis lohká su 	áddet 	, ahte lea dárbu muddet guolásteami . ¶
– Dien ii sáhte 	áddet 	eará láhkái ahte Fylkkamánni oaivvilda mii eat dattege guođot eambbo go dábálaččat , vaikko oččošeimmetge lassi doarjaga , lohká Robert Severin Pedersen . ¶
Sápmi KS stivrrajođiheaddji Magne Svineng lohká 	áddet 	bures ahte dál leat ásaheamen sierra sámi ealáhusorganisašuvnna . ¶
– In jáhke 	áddet 	Sis-Finnmárkkus man hearkkes dilis Mátta-Sámi guovllus lea sámegiella go giella ii gullo Ipmilbálvalusas doppe . ¶
Beassaneavttut leat ahte sadji dahje objeakta galgá muitalit oasi historjjás mo eanan lea šaddan , ja maiddái ahte mearkkašupmi lea álki buohkaide 	áddet 	ja galgá leat pedagogalaš árvu ohppiide , studeanttaide ja eará berošteddjiide . ¶
– Lei fáhkkestaga hui álki 	áddet 	makkár váikkuhusaid dálkkádatrievdamat sáhttet buktit , nu go ovdamearkka dihte ahte njálat nohket Norggas . ¶
Muitalanvuohki maid logaldalli geavahii , daguhii álkibun 	áddet 	mo rievdamat čuhcet midjiide , iige dušše oppa máilbmái , dadjaba Tone-Lise Hanssen ja Anja Helen Thomassen . ¶
Nuba ávžžuha olbmuid 	áddet 	dán ortnega geavahit ahte ii dárbbaš leat olu buozus , vaikko dušše váiban ge . ¶
Mii 	áddet 	gal ahte áigi soaitá orrut oanehaš , lohká son . ¶
Kommišuvnna miellahttu Ole Henrik Magga lohká 	áddet 	dan balu mii Isaksenis lea . ¶
Danne lea váttis 	áddet 	mo dát galgá váikkuhit jus gildet ge geavaheames gávtti , go eai earáid kultuvrra biktasat leat gildojuvvon , dadjá Sis-Finnmárkku sundi , Selfors . ¶
Go stuorra servodat ferte 	áddet 	ahte mii leat álbmot , eat ge berošteaddji joavku , čuoččuha Retter . ¶
Lea dehálaš oažžut olbmuid 	áddet 	ahte boazoealáhus ii birge nissonolbmuid haga . ¶
In jáhke sin duođaid 	áddet 	man olu váttisvuođaid moskéa ja eambbo muslimat sáhttet buktit Norgii , loahpaha Røyset . ¶
– Sáhtán 	áddet 	olbmuid geat veaháš ballet sihke ođđa ásahusain ja vel oskkuin , muhto ii got dál leat áigi olbmuin morihišgoahtit . ¶
Ulbmil dutkamis lea 	áddet 	dan vai sáhttet ásahit doaimmaid mat geahpedivčče sávzzaid ja bohccuid speadjama . ¶
Stáhta Geaidnodoaimmahaga Finnmárkku fylkkaossodaga sadjásaš hoavda , Oddbjørg Mikkelsen , lohká iežas 	áddet 	bures go olbmot leat hirpmahuvvan . ¶
Son muitala iežas 	áddet 	heađásnuvvan badjeolbmuid , mat dál gillájit gumppe vahágiid geažil . ¶
Sátnejođiheaddji lohká dattege iežas 	áddet 	dan go Norga lea oassin NATO:s , de ferte veahkehit soađis , muhto eahpádus sus liikká lea . ¶
– Sii fertejit 	áddet 	ahte jus áigot álgoálbmotguovllus bargagoahtit , de leat muhtin ehtalaš bealit maid sii fertejit vuhtiiváldit . ¶
Kárášjoga gieldda dearvvašvuođa- ja fuollahoavda , Randi L. Johansen Paltto , lohká 	áddet 	váhnemiid ja sii gieldda bealis leat ohcamin čovdosa . ¶
NBR jođiheaddji Nils Henrik Sara logai iežas 	áddet 	njuovahagaid beali maid áššis . ¶
Nils Henrik mielas orui departementii váttis dáinna áššiin olahit ja oažžut sin 	áddet 	man hohpposdilli dát lea . ¶
In oba sáhtege eará láhkai 	áddet 	dan , vaikke máid logaše , dadjá Gunn-Britt Retter . ¶
Marianne Storjord , gii lea Sámedikki seniorráđđeaddi ja mánáidgárde- ja skuvlakonferánssa lágideaddji , lohká maid 	áddet 	daid hástalusatid maid Anne Jannok Eira buktá ovdan go Marianne Storjord lea maid bargan sihke skuvllas ja mánáidgárddis . ¶
– Murmánskka gielda ii dohkket Sámedikki , muhto mis leat čoahkkimat sámi álbmogiin vuoi oažžut buohkaid sis 	áddet 	man dehálaš Sámediggi lea , dadjá son . ¶
– Dat hástala dan hálddašeami Norggas , ahte máhttit ja 	áddet 	go lea mánás sáhka . ¶
Boren logai 	áddet 	, ahte buot olbmuin galggašii leat vejolašvuohta fidnet interneahttaoktavuođa . ¶
Dalle in sáhte 	áddet 	manin Sámediggi dása lea golaheamen 500 000 ja ođđasit álggaheamen ovdaprošeavtta almmolaš almmuhemiin . ¶
Viidáseappot galgá dan mearkkašumi álki leat 	áddet 	ja das galgá lea pedagogalaš árvu . ¶
	Áddet 	ahte jietna galgá gullot gitta maŋimuš guldaleddjiide , muhto galggašii maid várjalit guldaleddjiid konseartalávddi ovddabealde . ¶
Lewisa mielas maid orru ahte politihkkárat ja fitnodagat leat álgen 	áddet 	ahte fertejit gulaskuddat álgoálbmogiin . ¶
Dát lea priváhta fitnodat , ja dás lea beare oažžut olbmuid 	áddet 	ahte eat leat ovttaoaivilis sin daguin , ja muitalit sidjiide dát ii leat dohkálaš , vaikko eai áigon ge soardit . ¶
– Dan maid mun in nagot 	áddet 	lea , makkár máhttu ja gelbbolašvuohta lea dáža organisašuvnnas min birra , ja maid čájeha dát stáda miellaguottu birra sápmelaččaid ektui ? ¶
Livččen 	áddet 	girkoverdde moaitaga , jus duođaid livččen romit gárvodan , muhto dát han lea máilmmi fiinna ullobáidi , ja divrras muitu munnje . ¶
Son lohká iežas 	áddet 	manne Divttasvuona gielda ja Nordlándda fylkkamánni eai leat dohkkehan Árran mánáidgárddi mearrádusa virgádit sámegielhálli jođiheaddjin , muhto gáibidit olbmo geas lea pedagogalaš máhttu . ¶
Oačču dalle 	áddet 	dan láhkai ahte fylkkamánne sámegiela geavaheapmi neahttasiiddus boahtá vuoruhuvvot , duođašta stáhtačálli Raimo Valle . ¶
Sii galget 	áddet 	dan ahte jus lea unnán luossa , de ii leat riekta guolástit badjelmeari , dadjá luossadutki . ¶
– Mearrádus áitá sámegiela go sihke Divttasvuona gielda ja Nordlándda fylkkamánni mánáidlága bokte 	áddet 	lobi joatkit dáruiduhttima go lohket lága vuoruhit pedagogalaš gelbbolašvuođa ja sámegiel gáibádus ii leat seamma dásis , lohká « Árran Julevsáme guovdásj » direktevra , Filip Mikkelsen . ¶ERR
Sámegiella geavahuvvui vánhemiid ja áhkuid ja ádjáid gaskka go eai háliidan ahte mánát galge 	áddet 	man birra sii hálle . ¶
Son lohká iežas 	áddet 	veaháš dárogiela ain jo dat mii leat čállojuvvon . ¶
– Munno geahččit 	áddet 	munnuide návccaid . ¶ERR
– Munnje lea váttis 	áddet 	ahte eiseválddit eai jáhke midjiide . ¶
Dás muitaluvvo mo SÁNAG ásahus bođii johtui go lei álggus váttis olggobeale olbmuide 	áddet 	ahte sámit dárbbašit sierralágan veahki go váldoálbmot . ¶
– Dás ii leat sáhka sámiin eatnigiela rievidit , muhto mii fertet 	áddet 	ahte sii , dilálašvuođaid oktavuođain , bággejuvvojit dárogiela geavahišgoahtit , ja mun oaivvildan ahte mađe johtileappot dáruiduhttinmannolagat dáhpáhuvvet , dáđi buoret sámiide . ¶
Báikái galgá leat álkit goastat ja galgá muitalit oasáža geologalaš historjjás ja dan geologalaš mearkkašumi galgá leat álki buohkaide 	áddet 	. ¶
Son lohká gal iežas bures 	áddet 	ahte váhnemiidda lea váttis dien mearrádusa váldit , muhto ferte ge bearaš siskkobealde dieid beliid birra čielgadit ovdal mearriduvvo gii joatká siiddaossosa . ¶
Dáža homofiillaid organisašuvdna LLH mieđiha ahte sis ain lea olu oahppat homofiila sápmelaččain ja lohket 	áddet 	ahte sámi homofiillat moitet go sidjiide addui ruhta sámi neahttasiiddu váras . ¶
Máŋgasiin ii leat áigi searvat , juoga maid 	áddet 	bures go báddenáigi soaitá leat badjel mánu , muitala Koppang . ¶
Son muitala iešge gullat unnitloguálbmogii , ruoŧagiel hálliide ja lohká danin iežas 	áddet 	sápmelaččaid dili . ¶
Son dadjá ii oktage sáhte čilget manin mánáin lea váttisvuođat 	áddet 	ja gulahallat . ¶
Muhtin mánát eai nagot čielgasit hállat , earát eai nagot olles cealkaga dadjat ja muhtimat rahčet 	áddet 	maid sánit mákset . ¶
Muhtin mánáin ges lea váttisvuođat 	áddet 	servodaga láhttenvugiid . ¶
Don várra maiddái geahččalat 	áddet 	dovdduidat buorebut . ¶
Vaikko orru muosehuhtti , de lea goitge dál buorre vejolašvuohta 	áddet 	jierpmát čiegus doaimmaid ja nu jávkadit daid negatiiva váikkuhusaid mat ilbmet go geahččalat vajálduhttit juoidá . ¶
– In leat ieš goassige fitnan læstadialaš girkus , muhto sáni sáhttá 	áddet 	dego muhtunlágan buorredohkálašvuođa maid maiddái sáhttá festiválas vásihit , son lohká . ¶
Johannes , gii lei okta su máhttájeddjiin , ja gii boarásnuvvan beaivái čálii iežas evangeliuma , ii čiegadan man njoazit sii ledje 	áddet 	ja man hejot sii čuvvo mielde oahpahusas – maiddái rohkosa dáfus . ¶
	Religion texts – ¶
Dasgo dán álbmoga váibmu lea buoššuduvvon , illá sii gullet beljiiguin , ja čalmmiideaset sii leat čárven , amaset sin čalmmit oaidnit , sin bealjit gullat , sin váibmu 	áddet 	, nu ahte eai jorgalivčče vai mun beasašin buoridit sin . ¶
» Son vástidii : « Eai buohkat sáhte 	áddet 	dán sáni , dušše sii geaidda dat addojuvvo . ¶
» Ja son celkkii sidjiide : « Jos dii ehpet árvit dán veardádusa , mo dalle sáhttibehtet 	áddet 	eará veardádusaid ? ¶
Muhto earát leat ožžon daid veardádusaiguin , amaset sii oainnedettiineaset oaidnit ja guladettiineaset 	áddet 	. ¶
Sii eai sáhttán oskut , dasgo Jesaja lea maiddái cealkán : Son lea sevnnjodahttán sin čalmmiid ja buoššudan sin váimmuid , amaset sin čalmmit oaidnit ja sin váimmut 	áddet 	, nu ahte eai jorgalivčče , vai mun beasašin buoridit sin . ¶
» Jesus vástidii : « It ádde dál dan maid mun dagan , muhto don 	áddet 	dan maŋŋil . ¶
Mii 	áddet 	dál ahte don dieđát buot , it ge dárbbaš vuordit ahte gii nu jearašii dus . ¶
» Filip viegai dohko , ja go gulai su lohkamin profehta Jesaja , de jearai : « 	Áddet 	go don maid logat ? ¶
Illá sii gullet beljiiguin , čalmmiideaset sii leat čárven , amaset sin čalmmit oaidnit , sin bealjit gullat , sin váibmu 	áddet 	, nu ahte eai jorgalivčče vai mun beasašin buoridit sin . ¶
Na ba don , gii gal gohčodat iežat juvddálažžan ja luohtát láhkii , don čeavlástalat Ipmiliinnát , don dovddat su dáhtu ja 	áddet 	mii lea mávssolaš , danne go leat oahppan lága , don anát iežat čalmmehemiid oahpisteaddjin ja čuovggasin sidjiide geat leat seavdnjadasas , jierpmehemiid bagadeaddjin ja oktageardániid oahpaheaddjin , danne go lágas han dus lea ollislaš diehtu ja duohtavuohta . ¶
Sutnje dat lea jallavuohta , ii ge son sáhte 	áddet 	dan , danne go dan ferte árvvoštallat vuoiŋŋalaččat . ¶
Nu lea dinguin ge : Jos ehpet sártno čielga giela , mo dalle sáhttá 	áddet 	dan mii daddjojuvvo ? ¶
Das maid mii čállit didjiide ii leat eará oaivil go dat maid dii ieža sáhttibehtet lohkat ja 	áddet 	. ¶
Son guhte duddjo min siste fámuinis , ja sáhttá dahkat valljugasabut go dan maid mii sáhttit rohkadallat ja 	áddet 	, sutnje lehkos gudni girkus ja Kristus Jesusis buot buolvvaid čađa álo ja agálašvuhtii ! ¶
Dasgo Hearrá addá dutnje jierpmi 	áddet 	buot . ¶
Dasgo juohkehaš guhte ain bibmojuvvo milkkiin , lea ain mánná , ii ge sáhte 	áddet 	vanhurskkisvuođa sáni . ¶
Oskku dihtii mii 	áddet 	ahte máilbmi lea sivdniduvvon Ipmila sáni bokte , nu ahte oinnolaš lea riegádan oaidnemeahttumis . ¶
Dain leat muhtun áššit mat leat lossadat 	áddet 	, ja diehtemeahttun ja nanusmeahttun olbmot botnjet daid , ja nu sii dahket eará čállosiiguin ge , ja dat šaddá sidjiide heavvun . ¶
Jápmima ovddas mii 	áddet 	, ahte mii galggašeimmet leat gárvát vuolgit . ¶
Giitu , ahte don gulat ja 	áddet 	min čuorvaga . ¶
Go Biibbala logat , de veahkeha Bassi vuoigŋa du 	áddet 	dan maid logat . ¶
